ScenarioID,Iteration,Timestep,TransitionGroupID,Amount
160,1,2002,Succession Post Fire: Hemlock/Sitka Spruce Group [Type],700
160,1,2002,Succession Post Fire: Loblolly/Shortleaf Pine Group [Type],500
160,1,2002,Succession Post Fire: Lodgepole Pine Group [Type],400
160,1,2002,Succession Post Fire: Longleaf/Slash Pine Group [Type],500
160,1,2002,Succession Post Fire: Maple/Beech/Birch Group [Type],900
160,1,2002,Succession Post Fire: Oak/Gum/Cypress Group [Type],800
160,1,2002,Succession Post Fire: Oak/Hickory Group [Type],500
160,1,2002,Succession Post Fire: Oak/Pine Group [Type],800
160,1,2002,Succession Post Fire: Other Western Hardwoods Group [Type],600
160,1,2002,Succession Post Fire: Other Western Softwood Group [Type],100
160,1,2002,Succession Post Fire: Pinyon/Juniper Group [Type],600
160,1,2002,Succession Post Fire: Ponderosa Pine Group [Type],1700
160,1,2002,Succession Post Fire: Redwood Group [Type],500
160,1,2002,Succession Post Fire: Spruce/Fir Group [Type],500
160,1,2002,Succession Post Fire: Tanoak/Laurel Group [Type],800
160,1,2002,Succession Post Fire: Tropical Hardwoods Group [Type],600
160,1,2002,Succession Post Fire: Western Larch Group [Type],900
160,1,2002,Succession Post Fire: Western Oak Group [Type],1100
160,1,2002,Succession Post Fire: Western White Pine Group [Type],700
160,1,2002,Succession Post Fire: White/Red/Jack Pine Group [Type],600
160,1,2002,Succession: Post Fire Recovery,22000
160,1,2003,Urbanization: Open [Type],113400
160,1,2003,Urbanization: Low [Type],84100
160,1,2003,Urbanization: Medium [Type],55900
160,1,2003,Urbanization: High [Type],13900
160,1,2003,Intensification: Open to Low [Type],6200
160,1,2003,Intensification: Open to Medium [Type],15600
160,1,2003,Intensification: Open to High [Type],3200
160,1,2003,Intensification: Low to Medium [Type],4300
160,1,2003,Intensification: Low to High [Type],3500
160,1,2003,Intensification: Medium to High [Type],400
160,1,2003,Fire: High Severity [Type],194900
160,1,2003,Fire: Medium Severity [Type],268900
160,1,2003,Fire: Low Severity [Type],777100
160,1,2003,Insect: High Severity [Type],574300
160,1,2003,Insect: Medium Severity [Type],684300
160,1,2003,Insect: Low Severity [Type],2358600
160,1,2003,Forest Harvest: Forest Clearcut [Type],1040300
160,1,2003,Forest Harvest: Forest Selection [Type],97300
160,1,2003,Ag Expansion: Pasture [Type],43800
160,1,2003,Ag Expansion: Cropland [Type],237800
160,1,2003,Ag Expansion,281600
160,1,2003,Ag Contraction,347400
160,1,2003,Urbanization,267300
160,1,2003,Intensification,33200
160,1,2003,Fire,1240900
160,1,2003,Insect,3617200
160,1,2003,Forest Harvest,1137600
160,1,2003,Ag Contraction: Alder/Maple Group [Type],11000
160,1,2003,Ag Contraction: Aspen/Birch Group [Type],10500
160,1,2003,Ag Contraction: California Mixed Conifer Group [Type],11100
160,1,2003,Ag Contraction: Douglas-fir Group [Type],9800
160,1,2003,Ag Contraction: Elm/Ash/Cottonwood Group [Type],8900
160,1,2003,Ag Contraction: Exotic Hardwoods Group [Type],9500
160,1,2003,Ag Contraction: Exotic Softwoods Group [Type],10400
160,1,2003,Ag Contraction: Fir/Spruce/Mountain Hemlock Group [Type],10800
160,1,2003,Ag Contraction: Hemlock/Sitka Spruce Group [Type],10600
160,1,2003,Ag Contraction: Loblolly/Shortleaf Pine Group [Type],18200
160,1,2003,Ag Contraction: Lodgepole Pine Group [Type],9100
160,1,2003,Ag Contraction: Longleaf/Slash Pine Group [Type],10200
160,1,2003,Ag Contraction: Maple/Beech/Birch Group [Type],11600
160,1,2003,Ag Contraction: Oak/Gum/Cypress Group [Type],12200
160,1,2003,Ag Contraction: Oak/Hickory Group [Type],23000
160,1,2003,Ag Contraction: Oak/Pine Group [Type],10800
160,1,2003,Ag Contraction: Other Western Hardwoods Group [Type],10100
160,1,2003,Ag Contraction: Other Western Softwood Group [Type],9700
160,1,2003,Ag Contraction: Pinyon/Juniper Group [Type],8500
160,1,2003,Ag Contraction: Ponderosa Pine Group [Type],6800
160,1,2003,Ag Contraction: Redwood Group [Type],9700
160,1,2003,Ag Contraction: Spruce/Fir Group [Type],9400
160,1,2003,Ag Contraction: Tanoak/Laurel Group [Type],8200
160,1,2003,Ag Contraction: Tropical Hardwoods Group [Type],8800
160,1,2003,Ag Contraction: Western Larch Group [Type],9700
160,1,2003,Ag Contraction: Western Oak Group [Type],9900
160,1,2003,Ag Contraction: Western White Pine Group [Type],10100
160,1,2003,Ag Contraction: White/Red/Jack Pine Group [Type],9000
160,1,2003,Ag Contraction: Grassland [Type],17700
160,1,2003,Ag Contraction: Shrubland [Type],11200
160,1,2003,Ag Contraction: Wetland Herbaceous [Type],10600
160,1,2003,Ag Contraction: Wetland Woody [Type],10300
160,1,2003,Ag Contraction: Cropland,347400
160,1,2003,Ag Contraction: Pasture,347400
160,1,2003,Succession Post Fire: Alder/Maple Group [Type],1300
160,1,2003,Succession Post Fire: Aspen/Birch Group [Type],600
160,1,2003,Succession Post Fire: California Mixed Conifer Group [Type],1800
160,1,2003,Succession Post Fire: Douglas-fir Group [Type],4000
160,1,2003,Succession Post Fire: Elm/Ash/Cottonwood Group [Type],1200
160,1,2003,Succession Post Fire: Exotic Hardwoods Group [Type],1200
160,1,2003,Succession Post Fire: Exotic Softwoods Group [Type],1300
160,1,2003,Succession Post Fire: Fir/Spruce/Mountain Hemlock Group [Type],2800
160,1,2003,Succession Post Fire: Hemlock/Sitka Spruce Group [Type],700
160,1,2003,Succession Post Fire: Loblolly/Shortleaf Pine Group [Type],900
160,1,2003,Succession Post Fire: Lodgepole Pine Group [Type],1700
160,1,2003,Succession Post Fire: Longleaf/Slash Pine Group [Type],1100
160,1,2003,Succession Post Fire: Maple/Beech/Birch Group [Type],1200
160,1,2003,Succession Post Fire: Oak/Gum/Cypress Group [Type],1100
160,1,2003,Succession Post Fire: Oak/Hickory Group [Type],1200
160,1,2003,Succession Post Fire: Oak/Pine Group [Type],1100
160,1,2003,Succession Post Fire: Other Western Hardwoods Group [Type],1300
160,1,2003,Succession Post Fire: Other Western Softwood Group [Type],500
160,1,2003,Succession Post Fire: Pinyon/Juniper Group [Type],700
160,1,2003,Succession Post Fire: Ponderosa Pine Group [Type],1900
160,1,2003,Succession Post Fire: Redwood Group [Type],700
160,1,2003,Succession Post Fire: Spruce/Fir Group [Type],1200
160,1,2003,Succession Post Fire: Tanoak/Laurel Group [Type],1600
160,1,2003,Succession Post Fire: Tropical Hardwoods Group [Type],800
160,1,2003,Succession Post Fire: Western Larch Group [Type],900
160,1,2003,Succession Post Fire: Western Oak Group [Type],2200
160,1,2003,Succession Post Fire: Western White Pine Group [Type],1300
160,1,2003,Succession Post Fire: White/Red/Jack Pine Group [Type],500
160,1,2003,Succession: Post Fire Recovery,36800
160,1,2004,Urbanization: Open [Type],116100
160,1,2004,Urbanization: Low [Type],85900
160,1,2004,Urbanization: Medium [Type],61000
160,1,2004,Urbanization: High [Type],12600
160,1,2004,Intensification: Open to Low [Type],6300
160,1,2004,Intensification: Open to Medium [Type],13400
160,1,2004,Intensification: Open to High [Type],2100
160,1,2004,Intensification: Low to Medium [Type],6600
160,1,2004,Intensification: Low to High [Type],5800
160,1,2004,Intensification: Medium to High [Type],600
160,1,2004,Fire: High Severity [Type],53000
160,1,2004,Fire: Medium Severity [Type],85400
160,1,2004,Fire: Low Severity [Type],294200
160,1,2004,Insect: High Severity [Type],309000
160,1,2004,Insect: Medium Severity [Type],943900
160,1,2004,Insect: Low Severity [Type],2186300
160,1,2004,Forest Harvest: Forest Clearcut [Type],1086000
160,1,2004,Forest Harvest: Forest Selection [Type],114600
160,1,2004,Ag Expansion: Pasture [Type],40700
160,1,2004,Ag Expansion: Cropland [Type],240200
160,1,2004,Ag Expansion,280900
160,1,2004,Ag Contraction,346800
160,1,2004,Urbanization,275600
160,1,2004,Intensification,34800
160,1,2004,Fire,432600
160,1,2004,Insect,3439200
160,1,2004,Forest Harvest,1200600
160,1,2004,Ag Contraction: Alder/Maple Group [Type],9000
160,1,2004,Ag Contraction: Aspen/Birch Group [Type],8300
160,1,2004,Ag Contraction: California Mixed Conifer Group [Type],9100
160,1,2004,Ag Contraction: Douglas-fir Group [Type],10200
160,1,2004,Ag Contraction: Elm/Ash/Cottonwood Group [Type],9900
160,1,2004,Ag Contraction: Exotic Hardwoods Group [Type],11200
160,1,2004,Ag Contraction: Exotic Softwoods Group [Type],8900
160,1,2004,Ag Contraction: Fir/Spruce/Mountain Hemlock Group [Type],9500
160,1,2004,Ag Contraction: Hemlock/Sitka Spruce Group [Type],9400
160,1,2004,Ag Contraction: Loblolly/Shortleaf Pine Group [Type],19600
160,1,2004,Ag Contraction: Lodgepole Pine Group [Type],9400
160,1,2004,Ag Contraction: Longleaf/Slash Pine Group [Type],12200
160,1,2004,Ag Contraction: Maple/Beech/Birch Group [Type],9400
160,1,2004,Ag Contraction: Oak/Gum/Cypress Group [Type],11900
160,1,2004,Ag Contraction: Oak/Hickory Group [Type],21800
160,1,2004,Ag Contraction: Oak/Pine Group [Type],12000
160,1,2004,Ag Contraction: Other Western Hardwoods Group [Type],9400
160,1,2004,Ag Contraction: Other Western Softwood Group [Type],9000
160,1,2004,Ag Contraction: Pinyon/Juniper Group [Type],10400
160,1,2004,Ag Contraction: Ponderosa Pine Group [Type],8600
160,1,2004,Ag Contraction: Redwood Group [Type],10100
160,1,2004,Ag Contraction: Spruce/Fir Group [Type],9600
160,1,2004,Ag Contraction: Tanoak/Laurel Group [Type],10800
160,1,2004,Ag Contraction: Tropical Hardwoods Group [Type],9300
160,1,2004,Ag Contraction: Western Larch Group [Type],8700
160,1,2004,Ag Contraction: Western Oak Group [Type],8800
160,1,2004,Ag Contraction: Western White Pine Group [Type],8300
160,1,2004,Ag Contraction: White/Red/Jack Pine Group [Type],10400
160,1,2004,Ag Contraction: Grassland [Type],18800
160,1,2004,Ag Contraction: Shrubland [Type],13700
160,1,2004,Ag Contraction: Wetland Herbaceous [Type],9800
160,1,2004,Ag Contraction: Wetland Woody [Type],9300
160,1,2004,Ag Contraction: Cropland,346800
160,1,2004,Ag Contraction: Pasture,346800
160,1,2004,Succession Post Fire: Alder/Maple Group [Type],1300
160,1,2004,Succession Post Fire: Aspen/Birch Group [Type],1700
160,1,2004,Succession Post Fire: California Mixed Conifer Group [Type],1200
160,1,2004,Succession Post Fire: Douglas-fir Group [Type],3400
160,1,2004,Succession Post Fire: Elm/Ash/Cottonwood Group [Type],900
160,1,2004,Succession Post Fire: Exotic Hardwoods Group [Type],1100
160,1,2004,Succession Post Fire: Exotic Softwoods Group [Type],800
160,1,2004,Succession Post Fire: Fir/Spruce/Mountain Hemlock Group [Type],2700
160,1,2004,Succession Post Fire: Hemlock/Sitka Spruce Group [Type],1700
160,1,2004,Succession Post Fire: Loblolly/Shortleaf Pine Group [Type],1000
160,1,2004,Succession Post Fire: Lodgepole Pine Group [Type],1700
160,1,2004,Succession Post Fire: Longleaf/Slash Pine Group [Type],1400
160,1,2004,Succession Post Fire: Maple/Beech/Birch Group [Type],500
160,1,2004,Succession Post Fire: Oak/Gum/Cypress Group [Type],1200
160,1,2004,Succession Post Fire: Oak/Hickory Group [Type],1000
160,1,2004,Succession Post Fire: Oak/Pine Group [Type],1100
160,1,2004,Succession Post Fire: Other Western Hardwoods Group [Type],1100
160,1,2004,Succession Post Fire: Other Western Softwood Group [Type],800
160,1,2004,Succession Post Fire: Pinyon/Juniper Group [Type],2500
160,1,2004,Succession Post Fire: Ponderosa Pine Group [Type],3100
160,1,2004,Succession Post Fire: Redwood Group [Type],1100
160,1,2004,Succession Post Fire: Spruce/Fir Group [Type],1700
160,1,2004,Succession Post Fire: Tanoak/Laurel Group [Type],900
160,1,2004,Succession Post Fire: Tropical Hardwoods Group [Type],1400
160,1,2004,Succession Post Fire: Western Larch Group [Type],1600
160,1,2004,Succession Post Fire: Western Oak Group [Type],1900
160,1,2004,Succession Post Fire: Western White Pine Group [Type],1200
160,1,2004,Succession Post Fire: White/Red/Jack Pine Group [Type],1200
160,1,2004,Succession: Post Fire Recovery,41200
160,1,2005,Urbanization: Open [Type],110200
160,1,2005,Urbanization: Low [Type],81600
160,1,2005,Urbanization: Medium [Type],60200
160,1,2005,Urbanization: High [Type],17200
160,1,2005,Intensification: Open to Low [Type],4600
160,1,2005,Intensification: Open to Medium [Type],11100
160,1,2005,Intensification: Open to High [Type],1300
160,1,2005,Intensification: Low to Medium [Type],9500
160,1,2005,Intensification: Low to High [Type],6400
160,1,2005,Intensification: Medium to High [Type],1300
160,1,2005,Fire: High Severity [Type],99700
160,1,2005,Fire: Medium Severity [Type],285700
160,1,2005,Fire: Low Severity [Type],941300
160,1,2005,Insect: High Severity [Type],236200
160,1,2005,Insect: Medium Severity [Type],616600
160,1,2005,Insect: Low Severity [Type],1862700
160,1,2005,Forest Harvest: Forest Clearcut [Type],1101900
160,1,2005,Forest Harvest: Forest Selection [Type],80600
160,1,2005,Ag Expansion: Pasture [Type],37200
160,1,2005,Ag Expansion: Cropland [Type],231700
160,1,2005,Ag Expansion,268900
160,1,2005,Ag Contraction,353500
160,1,2005,Urbanization,269200
160,1,2005,Intensification,34200
160,1,2005,Fire,1326700
160,1,2005,Insect,2715500
160,1,2005,Forest Harvest,1182500
160,1,2005,Ag Contraction: Alder/Maple Group [Type],9700
160,1,2005,Ag Contraction: Aspen/Birch Group [Type],10600
160,1,2005,Ag Contraction: California Mixed Conifer Group [Type],9400
160,1,2005,Ag Contraction: Douglas-fir Group [Type],11100
160,1,2005,Ag Contraction: Elm/Ash/Cottonwood Group [Type],10100
160,1,2005,Ag Contraction: Exotic Hardwoods Group [Type],8500
160,1,2005,Ag Contraction: Exotic Softwoods Group [Type],9700
160,1,2005,Ag Contraction: Fir/Spruce/Mountain Hemlock Group [Type],8700
160,1,2005,Ag Contraction: Hemlock/Sitka Spruce Group [Type],10000
160,1,2005,Ag Contraction: Loblolly/Shortleaf Pine Group [Type],20500
160,1,2005,Ag Contraction: Lodgepole Pine Group [Type],9600
160,1,2005,Ag Contraction: Longleaf/Slash Pine Group [Type],13400
160,1,2005,Ag Contraction: Maple/Beech/Birch Group [Type],11300
160,1,2005,Ag Contraction: Oak/Gum/Cypress Group [Type],12500
160,1,2005,Ag Contraction: Oak/Hickory Group [Type],20100
160,1,2005,Ag Contraction: Oak/Pine Group [Type],13600
160,1,2005,Ag Contraction: Other Western Hardwoods Group [Type],9300
160,1,2005,Ag Contraction: Other Western Softwood Group [Type],9500
160,1,2005,Ag Contraction: Pinyon/Juniper Group [Type],9800
160,1,2005,Ag Contraction: Ponderosa Pine Group [Type],8800
160,1,2005,Ag Contraction: Redwood Group [Type],11100
160,1,2005,Ag Contraction: Spruce/Fir Group [Type],10500
160,1,2005,Ag Contraction: Tanoak/Laurel Group [Type],8900
160,1,2005,Ag Contraction: Tropical Hardwoods Group [Type],9400
160,1,2005,Ag Contraction: Western Larch Group [Type],7900
160,1,2005,Ag Contraction: Western Oak Group [Type],9300
160,1,2005,Ag Contraction: Western White Pine Group [Type],9800
160,1,2005,Ag Contraction: White/Red/Jack Pine Group [Type],7900
160,1,2005,Ag Contraction: Grassland [Type],18300
160,1,2005,Ag Contraction: Shrubland [Type],12600
160,1,2005,Ag Contraction: Wetland Herbaceous [Type],9900
160,1,2005,Ag Contraction: Wetland Woody [Type],11700
160,1,2005,Ag Contraction: Cropland,353500
160,1,2005,Ag Contraction: Pasture,353500
160,1,2005,Succession Post Fire: Alder/Maple Group [Type],1100
160,1,2005,Succession Post Fire: Aspen/Birch Group [Type],1500
160,1,2005,Succession Post Fire: California Mixed Conifer Group [Type],700
160,1,2005,Succession Post Fire: Douglas-fir Group [Type],4100
160,1,2005,Succession Post Fire: Elm/Ash/Cottonwood Group [Type],900
160,1,2005,Succession Post Fire: Exotic Hardwoods Group [Type],1200
160,1,2005,Succession Post Fire: Exotic Softwoods Group [Type],1400
160,1,2005,Succession Post Fire: Fir/Spruce/Mountain Hemlock Group [Type],2300
160,1,2005,Succession Post Fire: Hemlock/Sitka Spruce Group [Type],1100
160,1,2005,Succession Post Fire: Loblolly/Shortleaf Pine Group [Type],700
160,1,2005,Succession Post Fire: Lodgepole Pine Group [Type],1700
160,1,2005,Succession Post Fire: Longleaf/Slash Pine Group [Type],900
160,1,2005,Succession Post Fire: Maple/Beech/Birch Group [Type],800
160,1,2005,Succession Post Fire: Oak/Gum/Cypress Group [Type],1400
160,1,2005,Succession Post Fire: Oak/Hickory Group [Type],400
160,1,2005,Succession Post Fire: Oak/Pine Group [Type],700
160,1,2005,Succession Post Fire: Other Western Hardwoods Group [Type],1400
160,1,2005,Succession Post Fire: Other Western Softwood Group [Type],1200
160,1,2005,Succession Post Fire: Pinyon/Juniper Group [Type],2200
160,1,2005,Succession Post Fire: Ponderosa Pine Group [Type],3100
160,1,2005,Succession Post Fire: Redwood Group [Type],1200
160,1,2005,Succession Post Fire: Spruce/Fir Group [Type],1100
160,1,2005,Succession Post Fire: Tanoak/Laurel Group [Type],1300
160,1,2005,Succession Post Fire: Tropical Hardwoods Group [Type],600
160,1,2005,Succession Post Fire: Western Larch Group [Type],1500
160,1,2005,Succession Post Fire: Western Oak Group [Type],3000
160,1,2005,Succession Post Fire: Western White Pine Group [Type],1700
160,1,2005,Succession Post Fire: White/Red/Jack Pine Group [Type],600
160,1,2005,Succession: Post Fire Recovery,39800
160,1,2006,Urbanization: Open [Type],88200
160,1,2006,Urbanization: Low [Type],62200
160,1,2006,Urbanization: Medium [Type],45100
160,1,2006,Urbanization: High [Type],13700
160,1,2006,Intensification: Open to Low [Type],2300
160,1,2006,Intensification: Open to Medium [Type],6300
160,1,2006,Intensification: Open to High [Type],600
160,1,2006,Intensification: Low to Medium [Type],10500
160,1,2006,Intensification: Low to High [Type],8600
160,1,2006,Intensification: Medium to High [Type],3300
160,1,2006,Fire: High Severity [Type],238100
160,1,2006,Fire: Medium Severity [Type],508700
160,1,2006,Fire: Low Severity [Type],1682100
160,1,2006,Insect: High Severity [Type],602000
160,1,2006,Insect: Medium Severity [Type],501200
160,1,2006,Insect: Low Severity [Type],3236600
160,1,2006,Forest Harvest: Forest Clearcut [Type],967900
160,1,2006,Forest Harvest: Forest Selection [Type],89700
160,1,2006,Ag Expansion: Pasture [Type],26600
160,1,2006,Ag Expansion: Cropland [Type],176100
160,1,2006,Ag Expansion,202700
160,1,2006,Ag Contraction,323700
160,1,2006,Urbanization,209200
160,1,2006,Intensification,31600
160,1,2006,Fire,2428900
160,1,2006,Insect,4339800
160,1,2006,Forest Harvest,1057600
160,1,2006,Ag Contraction: Alder/Maple Group [Type],8700
160,1,2006,Ag Contraction: Aspen/Birch Group [Type],7100
160,1,2006,Ag Contraction: California Mixed Conifer Group [Type],9500
160,1,2006,Ag Contraction: Douglas-fir Group [Type],8100
160,1,2006,Ag Contraction: Elm/Ash/Cottonwood Group [Type],8000
160,1,2006,Ag Contraction: Exotic Hardwoods Group [Type],8600
160,1,2006,Ag Contraction: Exotic Softwoods Group [Type],7300
160,1,2006,Ag Contraction: Fir/Spruce/Mountain Hemlock Group [Type],9300
160,1,2006,Ag Contraction: Hemlock/Sitka Spruce Group [Type],10200
160,1,2006,Ag Contraction: Loblolly/Shortleaf Pine Group [Type],18400
160,1,2006,Ag Contraction: Lodgepole Pine Group [Type],8600
160,1,2006,Ag Contraction: Longleaf/Slash Pine Group [Type],11500
160,1,2006,Ag Contraction: Maple/Beech/Birch Group [Type],9500
160,1,2006,Ag Contraction: Oak/Gum/Cypress Group [Type],12600
160,1,2006,Ag Contraction: Oak/Hickory Group [Type],17400
160,1,2006,Ag Contraction: Oak/Pine Group [Type],11300
160,1,2006,Ag Contraction: Other Western Hardwoods Group [Type],9200
160,1,2006,Ag Contraction: Other Western Softwood Group [Type],8800
160,1,2006,Ag Contraction: Pinyon/Juniper Group [Type],8700
160,1,2006,Ag Contraction: Ponderosa Pine Group [Type],10800
160,1,2006,Ag Contraction: Redwood Group [Type],7700
160,1,2006,Ag Contraction: Spruce/Fir Group [Type],8300
160,1,2006,Ag Contraction: Tanoak/Laurel Group [Type],9000
160,1,2006,Ag Contraction: Tropical Hardwoods Group [Type],10600
160,1,2006,Ag Contraction: Western Larch Group [Type],9900
160,1,2006,Ag Contraction: Western Oak Group [Type],7500
160,1,2006,Ag Contraction: Western White Pine Group [Type],8300
160,1,2006,Ag Contraction: White/Red/Jack Pine Group [Type],8900
160,1,2006,Ag Contraction: Grassland [Type],19000
160,1,2006,Ag Contraction: Shrubland [Type],11600
160,1,2006,Ag Contraction: Wetland Herbaceous [Type],8800
160,1,2006,Ag Contraction: Wetland Woody [Type],10500
160,1,2006,Ag Contraction: Cropland,323700
160,1,2006,Ag Contraction: Pasture,323700
160,1,2006,Succession Post Fire: Alder/Maple Group [Type],1500
160,1,2006,Succession Post Fire: Aspen/Birch Group [Type],1800
160,1,2006,Succession Post Fire: California Mixed Conifer Group [Type],2800
160,1,2006,Succession Post Fire: Douglas-fir Group [Type],3900
160,1,2006,Succession Post Fire: Elm/Ash/Cottonwood Group [Type],1500
160,1,2006,Succession Post Fire: Exotic Hardwoods Group [Type],1300
160,1,2006,Succession Post Fire: Exotic Softwoods Group [Type],1300
160,1,2006,Succession Post Fire: Fir/Spruce/Mountain Hemlock Group [Type],3100
160,1,2006,Succession Post Fire: Hemlock/Sitka Spruce Group [Type],1700
160,1,2006,Succession Post Fire: Loblolly/Shortleaf Pine Group [Type],2400
160,1,2006,Succession Post Fire: Lodgepole Pine Group [Type],2800
160,1,2006,Succession Post Fire: Longleaf/Slash Pine Group [Type],1600
160,1,2006,Succession Post Fire: Maple/Beech/Birch Group [Type],1300
160,1,2006,Succession Post Fire: Oak/Gum/Cypress Group [Type],1000
160,1,2006,Succession Post Fire: Oak/Hickory Group [Type],1300
160,1,2006,Succession Post Fire: Oak/Pine Group [Type],900
160,1,2006,Succession Post Fire: Other Western Hardwoods Group [Type],1600
160,1,2006,Succession Post Fire: Other Western Softwood Group [Type],1400
160,1,2006,Succession Post Fire: Pinyon/Juniper Group [Type],2600
160,1,2006,Succession Post Fire: Ponderosa Pine Group [Type],2700
160,1,2006,Succession Post Fire: Redwood Group [Type],1200
160,1,2006,Succession Post Fire: Spruce/Fir Group [Type],1200
160,1,2006,Succession Post Fire: Tanoak/Laurel Group [Type],1500
160,1,2006,Succession Post Fire: Tropical Hardwoods Group [Type],1200
160,1,2006,Succession Post Fire: Western Larch Group [Type],2200
160,1,2006,Succession Post Fire: Western Oak Group [Type],2100
160,1,2006,Succession Post Fire: Western White Pine Group [Type],2000
160,1,2006,Succession Post Fire: White/Red/Jack Pine Group [Type],600
160,1,2006,Succession: Post Fire Recovery,50500
160,1,2007,Urbanization: Open [Type],78100
160,1,2007,Urbanization: Low [Type],56000
160,1,2007,Urbanization: Medium [Type],39800
160,1,2007,Urbanization: High [Type],9400
160,1,2007,Intensification: Open to Low [Type],3500
160,1,2007,Intensification: Open to Medium [Type],11800
160,1,2007,Intensification: Open to High [Type],1100
160,1,2007,Intensification: Low to Medium [Type],2800
160,1,2007,Intensification: Low to High [Type],2400
160,1,2007,Intensification: Medium to High [Type],100
160,1,2007,Fire: High Severity [Type],323500
160,1,2007,Fire: Medium Severity [Type],573100
160,1,2007,Fire: Low Severity [Type],1740000
160,1,2007,Insect: High Severity [Type],154900
160,1,2007,Insect: Medium Severity [Type],676100
160,1,2007,Insect: Low Severity [Type],1631500
160,1,2007,Forest Harvest: Forest Clearcut [Type],995600
160,1,2007,Forest Harvest: Forest Selection [Type],98100
160,1,2007,Ag Expansion: Pasture [Type],45500
160,1,2007,Ag Expansion: Cropland [Type],277100
160,1,2007,Ag Expansion,322600
160,1,2007,Ag Contraction,219900
160,1,2007,Urbanization,183300
160,1,2007,Intensification,21700
160,1,2007,Fire,2636600
160,1,2007,Insect,2462500
